variable_names,hhtotals,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hsize,hsize,hsize,hsize,hsize,hsize,hsize
variable_categories,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7
geo,,,,,,,,,,,,,,,,,,,,,,,,
74,219.1655867,12.89209334,16.02800793,11.84678847,54.70428794,9.75617874,12.89209334,12.19522343,23.69357694,0,4.18121946,27.17792649,17.77018271,0,9.407743785,6.620264145,0,125.8574656,69.43860173,0,23.86951934,0,0,0
75,624.9312178,131.3057727,48.44972363,30.89547594,48.44972363,6.319529169,60.38661206,4.915189353,19.66075741,9.128208799,7.723868984,54.7692528,75.83435002,35.10849538,22.46943704,35.81066529,33.70415557,268.3891483,207.1874388,82.53808537,39.30385018,7.299286461,0,20.21340866
76,3658.157505,694.7663478,0,283.5781012,382.8304366,723.1241579,354.4726264,0,496.261677,0,0,226.8624809,0,311.9359113,0,184.3257657,0,991.1767541,633.5356573,817.4653642,970.74012,0,0,245.2396093
77,1103.642152,78.0948385,97.25017625,0,27.99626286,0,0,44.20462557,0,0,39.78416301,92.82971369,91.35622617,0,95.77668873,132.6138767,403.7355802,608.4181093,396.1792339,99.04480848,0,0,0,0
78,1017.882725,0,0,0,0,0,0,0,27.59320639,0,0,0,27.59320639,162.4933265,58.2523246,202.3501802,539.6004805,531.6619588,327.17659,137.8382856,21.20589009,0,0,0
79,1495.368532,0,0,0,0,0,0,0,40.53709877,0,0,0,40.53709877,238.7184705,85.57831962,297.2720576,792.725487,864.3363433,542.1544159,66.65832982,22.21944327,0,0,0
80,742.517712,23.57199086,50.51140898,0,0,0,0,0,0,0,0,79.13454073,52.19512261,21.88827722,0,65.66483167,449.5515399,510.3214515,176.0609008,56.13535967,0,0,0,0
81,1289.466871,40.93545623,87.71883477,0,0,0,0,0,0,0,0,137.4261745,90.64279593,38.01149507,0,114.0344852,780.6976295,701.6216799,414.8101148,85.33236647,87.70270999,0,0,0
82,2136.895605,261.6606864,143.2903759,118.3703105,124.6003268,0,137.0603595,68.53017976,112.1402942,112.1402942,274.120719,404.9510622,317.7308334,62.30016342,0,0,0,843.7291035,526.6413685,173.7089331,267.4566112,165.4370791,0,159.9225098
83,1888.749288,679.2347598,148.9549912,411.1157757,77.45659542,208.5369877,0,0,184.7041891,0,0,0,0,178.7459894,0,0,0,494.5001329,685.0635988,277.4025136,217.0976193,0,115.785397,98.90002659
84,2431.281037,537.0958109,319.7975057,250.0980494,248.0480653,161.9487369,102.4992006,237.7981453,149.6488328,57.39955231,166.0487049,133.2489607,18.4498561,49.19961627,0,0,0,879.6370327,714.4260164,147.3503659,341.5849391,154.0481098,0,194.2345732
85,742.227423,161.6140357,0,203.5139708,0,0,0,0,0,0,0,0,0,47.88564019,0,185.5568558,143.6569206,325.6631505,192.8684677,153.3462407,59.2833405,11.06622356,0,0
86,3444.491247,749.0098696,534.3255121,152.664432,95.41527001,233.7674115,181.289013,252.8504655,233.7674115,57.24916201,0,314.870391,529.5547486,0,0,0,109.7275605,1178.77042,1451.748833,459.1000582,74.44865809,158.8238039,121.5994749,0
87,1036.357523,135.7353216,144.9066271,165.0834992,42.18800535,115.5584494,34.85096094,22.01113323,124.7297549,113.7241883,84.3760107,53.19357196,0,0,0,0,0,123.3758956,337.7415141,208.1968238,252.9205859,74.02553734,15.42198694,24.67517911
88,4122.297616,530.1642603,227.2132544,746.5578359,151.4755029,227.2132544,248.852612,194.7542181,205.5738969,486.8855452,378.6887574,530.1642603,162.2951817,0,0,32.45903635,0,705.4199129,1469.624818,573.1536792,867.0786429,507.0205624,0,0
89,1570.267177,199.1841369,17.40443915,116.0295943,34.8088783,34.8088783,27.07357201,48.3456643,65.75010345,19.33826572,36.74270487,63.81627688,162.4414321,189.5150041,90.88984889,212.7209229,251.3974544,960.7119857,340.1141283,121.4693315,11.0426665,28.7109329,30.9194662,77.29866551
90,1670.841302,282.5687495,68.79934772,103.1990216,0,0,0,176.9126084,199.0266845,98.28478245,54.05663035,208.8551627,142.5129346,137.5986954,0,68.79934772,130.2273367,535.3934202,755.2409599,225.020423,82.76613259,72.42036602,0,0
91,2697.249145,392.6205136,295.809976,77.9862664,0,290.4316128,110.2564456,37.6485424,139.8374432,166.7292592,123.7023536,231.2696176,371.1070608,59.1619952,204.3778016,153.2833512,43.0269056,564.5405187,1233.625578,198.6346269,700.4484213,0,0,0
92,1133.350108,103.5857625,2.437312059,7.311936178,103.5857625,9.749248237,12.1865603,28.02908868,31.68505677,9.749248237,31.68505677,81.64995398,60.93280148,79.21264193,126.7402271,110.8976987,333.9117521,550.3337266,379.5405011,104.3736378,68.52814604,30.57409592,0,0
93,1519.853487,128.3894498,55.51976207,0,86.74962824,117.9794944,55.51976207,0,34.6998513,215.139078,83.27964311,294.948736,0,135.3294201,159.619316,152.6793457,0,472.436385,454.1248973,287.4903583,265.516573,0,40.28527314,0
94,2088.705879,57.68577801,52.87862984,235.5502602,43.26433351,115.371556,36.05361126,124.9858524,0,0,0,216.3216675,310.0610568,161.0394636,182.6716304,213.9180935,338.9039458,865.8101652,758.1953424,97.83165709,366.8687141,0,0,0
95,3349.636554,152.7705861,181.0614353,662.005873,339.4901913,186.7196052,175.4032655,96.18888753,0,282.9084927,158.4287559,56.58169854,396.0718898,492.2607773,169.7450956,0,0,1006.626529,1553.328868,216.9453727,572.7357838,0,0,0
96,3987.875276,124.1361954,0,0,186.2042931,0,0,0,0,0,822.4022943,822.4022943,170.6872686,263.7894152,1598.253515,0,0,1669.192094,1877.029242,441.6539394,0,0,0,0
97,3234.599059,872.1437463,445.6558703,0,124.5919638,52.71198466,143.7599582,124.5919638,134.175961,239.5999303,129.3839624,158.135954,263.5599233,287.5199163,76.67197769,81.4639763,100.6319707,1179.677304,1032.897178,141.3438244,228.3246395,271.815047,141.3438244,239.1972413
98,3269.224132,701.3560422,0,633.4828768,73.52926249,328.0536326,141.4024279,186.6512048,0,0,328.0536326,0,356.3341182,45.24877692,45.24877692,203.6194961,226.2438846,752.0458555,1292.773041,546.9424404,242.3949452,118.0898451,316.9780052,0
99,2513.671499,171.3195616,428.298904,47.26056872,147.6892772,38.39921208,0,0,147.6892772,47.26056872,0,259.933128,242.2104147,50.21435426,688.232032,144.7354917,100.4287085,1277.552822,801.060148,172.6422733,131.2081277,131.2081277,0,0
100,1403.831237,225.1427456,68.86719277,143.0318619,166.8705055,98.00331278,92.70583642,18.54116728,87.40836005,0,66.21845458,31.7848582,37.08233457,156.2755528,37.08233457,174.8167201,0,645.8803381,415.8407656,44.23837932,259.5318254,38.33992875,0,0
101,1847.099047,134.0000731,42.03923862,215.4510979,0,60.43140552,39.41178621,94.5882869,249.6079793,49.92159586,128.7451683,380.9806,149.7647876,73.56866759,0,152.39224,76.19612,914.9343227,647.8630985,198.1496179,86.15200778,0,0,0
102,4730.005056,167.2806666,288.4149424,467.2322067,80.75618388,138.4391724,0,265.341747,259.5734482,0,455.695609,196.1221609,1361.318528,0,426.8541148,622.9762757,0,2342.940937,1659.031624,507.4165871,220.6159075,0,0,0
103,1517.459816,192.8456696,170.1579438,66.31796782,22.68772583,57.59191942,34.90419359,10.47125808,78.53443558,50.61108071,20.94251615,142.2345889,224.2594438,102.9673711,42.75763715,66.31796782,233.8580971,580.649631,513.7346178,215.8548814,69.07356205,138.1471241,0,0
104,1522.086559,158.3328511,38.83635971,149.3706143,0,85.14125013,59.7482457,38.83635971,70.2041887,37.34265357,112.0279607,331.6027637,89.62236856,91.1160747,0,73.19160099,186.7132678,766.9773403,673.5158849,0,16.31866682,65.27466726,0,0
105,467.593067,0,0,0,0,0,0,0,9.927665967,12.90596576,10.92043256,12.90596576,8.93489937,19.85533193,0,8.93489937,383.2079063,184.6008702,159.3002433,55.28655502,34.67122942,33.73416916,0,0
106,1944.838763,114.4022802,142.2298618,105.1264196,485.4367024,86.57469851,114.4022802,108.2183731,210.2528392,0,37.10344222,241.1723744,157.6896294,0,83.48274499,58.74711685,0,407.059276,889.4998993,143.2245601,505.0550276,0,0,0
107,3561.550055,705.0415415,850.4109315,574.2090905,0,123.5639815,0,239.8594935,0,0,116.295512,334.349597,79.9531645,0,0,101.758573,436.10817,1167.899155,1269.141187,585.757471,538.7522418,0,0,0
108,3427.476187,51.73548962,34.49032641,0,99.15968843,0,198.3193769,224.1871217,0,0,219.8758309,319.0355193,797.5887982,344.9032641,206.9419585,495.7984421,435.4403709,1933.667815,816.8818246,496.9840471,54.26837296,125.6741269,0,0
109,2099.128176,130.1346309,76.3833703,0,0,0,0,115.9895623,59.40928801,0,161.2537817,203.6889875,200.8599738,387.5748789,67.89632916,322.5075635,373.4298104,1245.911111,614.030691,0,239.1863738,0,0,0
